cust_id ,trans_id ,trans_date,invoice_nbr,loc_nbr ,sales ,product_category ,payment_method,payment_status
4285,1005518,1/28/2020,100049944,45,1040,Bags,Credit Card,completed
4286,1005519,1/29/2020,100049945,22,2446,Bags,UPI,completed
4287,1005520,1/30/2020,100049946,32,3699,Jewellery,UPI,completed
4288,1005521,1/31/2020,100049947,31,2772,Women's Clothing,Debit Card,completed
4289,1005522,2/1/2020,100049948,21,1294,Kid's Clothing,Debit Card,completed
4290,1005523,2/2/2020,100049949,43,1111,Winter wear,Credit Card,completed
4291,1005524,2/3/2020,100049950,46,4991,Bags,UPI,completed
4292,1005525,2/4/2020,100049951,23,730,Jewellery,Credit Card,completed
4293,1005526,2/5/2020,100049952,41,3746,Accessories,Debit Card,completed
4294,1005527,2/6/2020,100049953,50,4165,Bags,Debit Card,completed
4295,1005528,2/7/2020,100049954,38,2513,Men's Clothing,UPI,completed
4296,1005529,2/8/2020,100049955,9,588,Women's Clothing,Credit Card,completed
4297,1005530,2/9/2020,100049956,43,435,Women's Clothing,UPI,completed
4298,1005531,2/10/2020,100049957,5,3553,Gym wear,Credit Card,completed
4299,1005532,2/11/2020,100049958,4,1383,Kid's Clothing,UPI,completed
4300,1005533,2/12/2020,100049959,14,1229,Gym wear,Debit Card,completed
4301,1005534,2/13/2020,100049960,31,1740,Winter wear,UPI,completed
4302,1005535,2/14/2020,100049961,7,2314,Kid's Clothing,Debit Card,completed
4303,1005536,2/15/2020,100049962,31,3771,Bags,UPI,completed
4304,1005537,2/16/2020,100049963,38,589,Winter wear,Debit Card,completed
4305,1005538,2/17/2020,100049964,1,2442,Beauty,Credit Card,completed
4306,1005539,2/18/2020,100049965,33,1368,Footwear,UPI,completed
4307,1005540,2/19/2020,100049966,4,1994,Winter wear,Credit Card,completed
4308,1005541,2/20/2020,100049967,37,831,Beauty,Credit Card,completed
4309,1005542,2/21/2020,100049968,3,3972,Bags,UPI,completed
4310,1005543,2/22/2020,100049969,44,4840,Footwear,UPI,completed
4311,1005544,2/23/2020,100049970,9,1960,Men's Clothing,UPI,completed
4312,1005545,2/24/2020,100049971,3,1383,Kid's Clothing,Debit Card,completed
4313,1005546,2/25/2020,100049972,7,3206,Beauty,Credit Card,completed
4314,1005547,2/26/2020,100049973,34,4195,Accessories,UPI,completed
4315,1005548,2/27/2020,100049974,26,4162,Women's Clothing,UPI,completed
4316,1005549,2/28/2020,100049975,23,2913,Men's Clothing,Credit Card,completed
4317,1005550,2/29/2020,100049976,19,2632,Beauty,UPI,completed
4318,1005551,3/1/2020,100049977,9,1518,Men's Clothing,Credit Card,completed
4319,1005552,3/2/2020,100049978,4,4519,Kid's Clothing,Debit Card,completed
4320,1005553,3/3/2020,100049979,16,4838,Gym wear,UPI,completed
4321,1005554,3/4/2020,100049980,8,1344,Women's Clothing,Credit Card,completed
4322,1005555,3/5/2020,100049981,6,3287,Men's Clothing,Debit Card,completed
4323,1005556,3/6/2020,100049982,34,372,Men's Clothing,UPI,completed
4324,1005557,3/7/2020,100049983,25,3075,Men's Clothing,UPI,completed
4325,1005558,3/8/2020,100049984,44,3056,Jewellery,UPI,completed
4326,1005559,3/9/2020,100049985,11,3130,Beauty,UPI,completed
4327,1005560,3/10/2020,100049986,26,3561,Women's Clothing,Credit Card,completed
4328,1005561,3/11/2020,100049987,45,292,Footwear,Debit Card,completed
4329,1005562,3/12/2020,100049988,35,586,Winter wear,Credit Card,completed
4330,1005563,3/13/2020,100049989,38,2380,Men's Clothing,Credit Card,completed
4331,1005564,3/14/2020,100049990,13,3530,Beauty,Credit Card,completed
4332,1005565,3/15/2020,100049991,2,2842,Bags,Credit Card,completed
4333,1005566,3/16/2020,100049992,26,2373,Footwear,Debit Card,completed
4334,1005567,3/17/2020,100049993,6,676,Footwear,Debit Card,completed
4335,1005568,3/18/2020,100049994,7,2795,Beauty,Credit Card,completed
4336,1005569,3/19/2020,100049995,29,3549,Gym wear,Credit Card,completed
4337,1005570,3/20/2020,100049996,31,3154,Winter wear,Debit Card,completed
4338,1005571,3/21/2020,100049997,8,3921,Jewellery,UPI,completed
4339,1005572,3/22/2020,100049998,3,1772,Gym wear,UPI,completed
4340,1005573,3/23/2020,100049999,5,510,Jewellery,Credit Card,completed
4341,1005574,3/24/2020,100050000,24,524,Accessories,Debit Card,completed
4342,1005575,3/25/2020,100050001,5,1677,Kid's Clothing,UPI,completed
4343,1005576,3/26/2020,100050002,6,4067,Kid's Clothing,Debit Card,completed
4344,1005577,3/27/2020,100050003,37,882,Gym wear,Debit Card,completed
4345,1005578,3/28/2020,100050004,26,268,Footwear,Debit Card,completed
4346,1005579,3/29/2020,100050005,1,4543,Winter wear,UPI,completed
4347,1005580,3/30/2020,100050006,34,1725,Accessories,UPI,completed
4348,1005581,3/31/2020,100050007,33,2053,Beauty,UPI,completed
4349,1005582,4/1/2020,100050008,30,2566,Accessories,Credit Card,completed
4350,1005583,4/2/2020,100050009,31,1156,Gym wear,Credit Card,completed
4351,1005584,4/3/2020,100050010,29,2428,Gym wear,Credit Card,completed
4352,1005585,4/4/2020,100050011,30,4729,Men's Clothing,Credit Card,completed
4353,1005586,4/5/2020,100050012,34,572,Women's Clothing,Debit Card,completed
4354,1005587,4/6/2020,100050013,34,1719,Gym wear,Debit Card,completed
4355,1005588,4/7/2020,100050014,31,3365,Accessories,Credit Card,completed
4356,1005589,4/8/2020,100050015,20,1386,Bags,Credit Card,completed
4357,1005590,4/9/2020,100050016,47,4841,Bags,Debit Card,completed
4358,1005591,4/10/2020,100050017,50,1752,Men's Clothing,Debit Card,completed
4359,1005592,4/11/2020,100050018,33,2653,Winter wear,UPI,completed
4360,1005593,4/12/2020,100050019,37,1073,Women's Clothing,Credit Card,completed
4361,1005594,4/13/2020,100050020,25,969,Women's Clothing,Credit Card,completed
4362,1005595,4/14/2020,100050021,19,1011,Kid's Clothing,Debit Card,completed
4363,1005596,4/15/2020,100050022,13,2847,Bags,UPI,completed
4364,1005597,4/16/2020,100050023,40,4245,Jewellery,UPI,completed
4365,1005598,4/17/2020,100050024,21,578,Gym wear,UPI,completed
4366,1005599,4/18/2020,100050025,43,2123,Women's Clothing,UPI,completed
4367,1005600,4/19/2020,100050026,50,4867,Bags,Credit Card,completed
4368,1005601,4/20/2020,100050027,50,3303,Bags,UPI,completed
4369,1005602,4/21/2020,100050028,25,2751,Women's Clothing,Credit Card,completed
4370,1005603,4/22/2020,100050029,45,356,Women's Clothing,Credit Card,completed
4371,1005604,4/23/2020,100050030,39,2319,Women's Clothing,Credit Card,completed
4372,1005605,4/24/2020,100050031,19,494,Men's Clothing,UPI,completed
4373,1005606,4/25/2020,100050032,39,446,Jewellery,Credit Card,completed
4374,1005607,4/26/2020,100050033,24,4646,Men's Clothing,Credit Card,completed
4375,1005608,4/27/2020,100050034,21,1851,Jewellery,Debit Card,completed
4376,1005609,4/28/2020,100050035,31,2064,Gym wear,UPI,completed
4377,1005610,4/29/2020,100050036,47,2501,Footwear,Debit Card,completed
4378,1005611,4/30/2020,100050037,24,460,Gym wear,Debit Card,completed
4379,1005612,5/1/2020,100050038,37,2731,Bags,UPI,completed
4380,1005613,5/2/2020,100050039,19,4691,Gym wear,Credit Card,completed
4381,1005614,5/3/2020,100050040,11,1204,Accessories,UPI,completed
4382,1005615,5/4/2020,100050041,20,4559,Bags,Debit Card,completed
4383,1005616,5/5/2020,100050042,9,3300,Kid's Clothing,Debit Card,completed
4384,1005617,5/6/2020,100050043,50,3903,Kid's Clothing,Debit Card,completed
4385,1005618,5/7/2020,100050044,48,3316,Winter wear,Credit Card,completed
4386,1005619,5/8/2020,100050045,46,1069,Winter wear,Credit Card,completed
4387,1005620,5/9/2020,100050046,49,4214,Footwear,Credit Card,completed
4388,1005621,5/10/2020,100050047,23,4062,Kid's Clothing,Credit Card,completed
4389,1005622,5/11/2020,100050048,47,3280,Jewellery,Credit Card,completed
4390,1005623,5/12/2020,100050049,19,327,Kid's Clothing,UPI,completed
4391,1005624,5/13/2020,100050050,41,2365,Men's Clothing,Credit Card,completed
4392,1005625,5/14/2020,100050051,1,1196,Men's Clothing,Debit Card,completed
4393,1005626,5/15/2020,100050052,10,1431,Winter wear,UPI,completed
4394,1005627,5/16/2020,100050053,9,779,Gym wear,UPI,completed
4395,1005628,5/17/2020,100050054,45,269,Kid's Clothing,UPI,completed
4396,1005629,5/18/2020,100050055,6,2847,Women's Clothing,Debit Card,completed
4397,1005630,5/19/2020,100050056,22,309,Beauty,Debit Card,completed
4398,1005631,5/20/2020,100050057,16,2896,Gym wear,UPI,completed
4399,1005632,5/21/2020,100050058,7,2028,Footwear,UPI,completed
4400,1005633,5/22/2020,100050059,5,3598,Men's Clothing,Debit Card,completed
4401,1005634,5/23/2020,100050060,7,4279,Women's Clothing,UPI,completed
4402,1005635,5/24/2020,100050061,14,3221,Women's Clothing,Credit Card,completed
4403,1005636,5/25/2020,100050062,45,4328,Men's Clothing,UPI,completed
4404,1005637,5/26/2020,100050063,14,1555,Kid's Clothing,UPI,completed
4405,1005638,5/27/2020,100050064,13,3265,Women's Clothing,Credit Card,completed
4406,1005639,5/28/2020,100050065,24,2381,Accessories,Credit Card,completed
4407,1005640,5/29/2020,100050066,50,2228,Men's Clothing,Debit Card,completed
4408,1005641,5/30/2020,100050067,8,2559,Gym wear,UPI,completed
4409,1005642,5/31/2020,100050068,14,4053,Kid's Clothing,Credit Card,completed
4410,1005643,6/1/2020,100050069,44,797,Jewellery,UPI,completed
4411,1005644,6/2/2020,100050070,7,4853,Men's Clothing,Debit Card,completed
4412,1005645,6/3/2020,100050071,27,3758,Men's Clothing,UPI,completed
4413,1005646,6/4/2020,100050072,11,4546,Women's Clothing,UPI,completed
4414,1005647,6/5/2020,100050073,37,4145,Winter wear,Debit Card,completed
4415,1005648,6/6/2020,100050074,43,377,Accessories,Credit Card,completed
4416,1005649,6/7/2020,100050075,16,4311,Jewellery,UPI,completed
4417,1005650,6/8/2020,100050076,49,4744,Bags,Credit Card,completed
4418,1005651,6/9/2020,100050077,2,3342,Accessories,UPI,completed
4419,1005652,6/10/2020,100050078,1,918,Winter wear,UPI,completed
4420,1005653,6/11/2020,100050079,5,3606,Men's Clothing,Credit Card,completed
4421,1005654,6/12/2020,100050080,15,4846,Bags,UPI,completed
4422,1005655,6/13/2020,100050081,21,1192,Women's Clothing,UPI,completed
4423,1005656,6/14/2020,100050082,41,3117,Men's Clothing,Debit Card,completed
4424,1005657,6/15/2020,100050083,15,3004,Kid's Clothing,Credit Card,completed
4425,1005658,6/16/2020,100050084,3,3839,Kid's Clothing,Credit Card,completed
4426,1005659,6/17/2020,100050085,49,2135,Kid's Clothing,UPI,completed
4427,1005660,6/18/2020,100050086,41,4961,Women's Clothing,Debit Card,completed
4428,1005661,6/19/2020,100050087,47,674,Men's Clothing,UPI,completed
4429,1005662,6/20/2020,100050088,26,2620,Gym wear,Debit Card,completed
4430,1005663,6/21/2020,100050089,15,1623,Women's Clothing,Credit Card,completed
4431,1005664,6/22/2020,100050090,39,2361,Jewellery,UPI,completed
4432,1005665,6/23/2020,100050091,43,2923,Beauty,Credit Card,completed
4433,1005666,6/24/2020,100050092,8,350,Footwear,Debit Card,completed
4434,1005667,6/25/2020,100050093,31,4588,Jewellery,Credit Card,completed
4435,1005668,6/26/2020,100050094,33,713,Accessories,UPI,completed
4436,1005669,6/27/2020,100050095,43,3786,Kid's Clothing,Debit Card,completed
4437,1005670,6/28/2020,100050096,12,516,Winter wear,Debit Card,completed
4438,1005671,6/29/2020,100050097,15,1870,Gym wear,Debit Card,completed
4439,1005672,6/30/2020,100050098,8,4331,Men's Clothing,Debit Card,completed
4440,1005673,7/1/2020,100050099,4,3008,Accessories,UPI,completed
4441,1005674,7/2/2020,100050100,37,4490,Winter wear,Debit Card,completed
4442,1005675,7/3/2020,100050101,26,2633,Women's Clothing,Debit Card,completed
4443,1005676,7/4/2020,100050102,18,2647,Men's Clothing,Credit Card,completed
4444,1005677,7/5/2020,100050103,33,4035,Jewellery,UPI,completed
4445,1005678,7/6/2020,100050104,8,4685,Jewellery,Credit Card,completed
4446,1005679,7/7/2020,100050105,32,2043,Winter wear,Credit Card,completed
4447,1005680,7/8/2020,100050106,22,1918,Winter wear,Debit Card,completed
4448,1005681,7/9/2020,100050107,40,3208,Accessories,Credit Card,completed
4449,1005682,7/10/2020,100050108,47,4938,Bags,Credit Card,completed
4450,1005683,7/11/2020,100050109,29,1318,Gym wear,Credit Card,completed
4451,1005684,7/12/2020,100050110,22,3339,Kid's Clothing,UPI,completed
4452,1005685,7/13/2020,100050111,21,2931,Gym wear,UPI,completed
4453,1005686,7/14/2020,100050112,14,3699,Footwear,UPI,completed
4454,1005687,7/15/2020,100050113,25,983,Bags,Debit Card,completed
4455,1005688,7/16/2020,100050114,15,4711,Jewellery,Debit Card,completed
4456,1005689,7/17/2020,100050115,7,4932,Beauty,Debit Card,completed
4457,1005690,7/18/2020,100050116,31,329,Footwear,UPI,completed
4458,1005691,7/19/2020,100050117,25,882,Accessories,UPI,completed
4459,1005692,7/20/2020,100050118,3,4912,Beauty,Debit Card,completed
4460,1005693,7/21/2020,100050119,23,3498,Accessories,Credit Card,completed
4461,1005694,7/22/2020,100050120,2,541,Footwear,Debit Card,completed
4462,1005695,7/23/2020,100050121,22,1559,Gym wear,UPI,completed
4463,1005696,7/24/2020,100050122,21,1171,Accessories,Credit Card,completed
4464,1005697,7/25/2020,100050123,18,3115,Footwear,Debit Card,completed
4465,1005698,7/26/2020,100050124,36,3928,Women's Clothing,Debit Card,completed
4466,1005699,7/27/2020,100050125,28,274,Footwear,UPI,completed
4467,1005700,7/28/2020,100050126,32,4751,Jewellery,Debit Card,completed
4468,1005701,7/29/2020,100050127,36,1733,Winter wear,Debit Card,completed
4469,1005702,7/30/2020,100050128,22,695,Jewellery,Debit Card,completed
4470,1005703,7/31/2020,100050129,45,4444,Men's Clothing,Debit Card,completed
4471,1005704,8/1/2020,100050130,21,878,Winter wear,UPI,completed
4472,1005705,8/2/2020,100050131,41,1955,Beauty,Credit Card,completed
4473,1005706,8/3/2020,100050132,11,3035,Jewellery,UPI,completed
4474,1005707,8/4/2020,100050133,1,668,Beauty,Debit Card,completed
4475,1005708,8/5/2020,100050134,23,4110,Kid's Clothing,Debit Card,completed
4476,1005709,8/6/2020,100050135,11,1640,Beauty,Credit Card,completed
4477,1005710,8/7/2020,100050136,15,2627,Women's Clothing,UPI,completed
4478,1005711,8/8/2020,100050137,15,4989,Bags,UPI,completed
4479,1005712,8/9/2020,100050138,29,3980,Footwear,UPI,completed
4480,1005713,8/10/2020,100050139,3,460,Jewellery,Credit Card,completed
4481,1005714,8/11/2020,100050140,24,440,Accessories,Credit Card,completed
4482,1005715,8/12/2020,100050141,47,3087,Accessories,Debit Card,completed
4483,1005716,8/13/2020,100050142,11,1347,Beauty,Debit Card,completed
4484,1005717,8/14/2020,100050143,34,2193,Beauty,Credit Card,completed
4485,1005718,8/15/2020,100050144,5,3264,Kid's Clothing,Credit Card,completed
4486,1005719,8/16/2020,100050145,42,2390,Women's Clothing,Credit Card,completed
4487,1005720,8/17/2020,100050146,48,813,Men's Clothing,Debit Card,completed
4488,1005721,8/18/2020,100050147,29,3668,Women's Clothing,Credit Card,completed
4489,1005722,8/19/2020,100050148,2,324,Beauty,Debit Card,completed
4490,1005723,8/20/2020,100050149,36,4406,Accessories,Credit Card,completed
4491,1005724,8/21/2020,100050150,32,3474,Gym wear,UPI,completed
4492,1005725,8/22/2020,100050151,30,2749,Winter wear,UPI,completed
4493,1005726,8/23/2020,100050152,17,4825,Bags,Debit Card,completed
4494,1005727,8/24/2020,100050153,31,3362,Footwear,Debit Card,completed
4495,1005728,8/25/2020,100050154,37,2988,Bags,UPI,completed
4496,1005729,8/26/2020,100050155,29,4370,Accessories,Debit Card,completed
4497,1005730,8/27/2020,100050156,19,1382,Gym wear,Credit Card,completed
4498,1005731,8/28/2020,100050157,4,756,Women's Clothing,Debit Card,completed
4499,1005732,8/29/2020,100050158,9,2154,Bags,Debit Card,completed
4500,1005733,8/30/2020,100050159,8,3469,Gym wear,Credit Card,completed
4501,1005734,8/31/2020,100050160,31,3487,Jewellery,UPI,completed
4502,1005735,9/1/2020,100050161,23,4210,Gym wear,Credit Card,completed
4503,1005736,9/2/2020,100050162,12,1134,Bags,Debit Card,completed
4504,1005737,9/3/2020,100050163,34,1853,Jewellery,Credit Card,completed
4505,1005738,9/4/2020,100050164,19,920,Winter wear,Credit Card,completed
4506,1005739,9/5/2020,100050165,36,3411,Accessories,UPI,completed
4507,1005740,9/6/2020,100050166,36,3350,Gym wear,Debit Card,completed
4508,1005741,9/7/2020,100050167,30,4067,Men's Clothing,UPI,completed
4509,1005742,9/8/2020,100050168,14,3874,Bags,Credit Card,completed
4510,1005743,9/9/2020,100050169,47,1446,Winter wear,Credit Card,completed
4511,1005744,9/10/2020,100050170,28,1158,Winter wear,UPI,completed
4512,1005745,9/11/2020,100050171,26,2603,Footwear,UPI,completed
4513,1005746,9/12/2020,100050172,7,4442,Bags,UPI,completed
4514,1005747,9/13/2020,100050173,40,4422,Beauty,UPI,completed
4515,1005748,9/14/2020,100050174,14,1779,Winter wear,UPI,completed
4516,1005749,9/15/2020,100050175,40,4307,Accessories,UPI,completed
4517,1005750,9/16/2020,100050176,29,2970,Winter wear,Credit Card,completed
4518,1005751,9/17/2020,100050177,6,4970,Men's Clothing,UPI,completed
4519,1005752,9/18/2020,100050178,20,2105,Beauty,UPI,completed
4520,1005753,9/19/2020,100050179,20,1288,Bags,UPI,completed
4521,1005754,9/20/2020,100050180,49,1695,Beauty,Debit Card,completed
4522,1005755,9/21/2020,100050181,4,2671,Men's Clothing,Debit Card,completed
4523,1005756,9/22/2020,100050182,47,1230,Gym wear,Credit Card,completed
4524,1005757,9/23/2020,100050183,15,3109,Footwear,Credit Card,completed
4525,1005758,9/24/2020,100050184,5,4640,Gym wear,Credit Card,completed
4526,1005759,9/25/2020,100050185,38,2968,Jewellery,Credit Card,completed
4527,1005760,9/26/2020,100050186,15,2626,Bags,Debit Card,completed
4528,1005761,9/27/2020,100050187,37,3807,Men's Clothing,UPI,completed
4529,1005762,9/28/2020,100050188,31,3207,Kid's Clothing,Credit Card,completed
4530,1005763,9/29/2020,100050189,2,4156,Women's Clothing,UPI,completed
4531,1005764,9/30/2020,100050190,5,4085,Gym wear,Debit Card,completed
4532,1005765,10/1/2020,100050191,18,317,Winter wear,Debit Card,completed
4533,1005766,10/2/2020,100050192,30,1094,Jewellery,Debit Card,completed
4534,1005767,10/3/2020,100050193,46,1588,Accessories,Credit Card,completed
4535,1005768,10/4/2020,100050194,14,4517,Men's Clothing,Debit Card,completed
4536,1005769,10/5/2020,100050195,40,1441,Kid's Clothing,Credit Card,completed
4537,1005770,10/6/2020,100050196,40,4850,Footwear,Debit Card,completed
4538,1005771,10/7/2020,100050197,13,2537,Men's Clothing,Credit Card,completed
4539,1005772,10/8/2020,100050198,44,728,Gym wear,Debit Card,completed
4540,1005773,10/9/2020,100050199,38,3329,Winter wear,Debit Card,completed
4541,1005774,10/10/2020,100050200,7,1880,Winter wear,UPI,completed
4542,1005775,10/11/2020,100050201,42,1761,Women's Clothing,UPI,completed
4543,1005776,10/12/2020,100050202,14,2585,Footwear,UPI,completed
4544,1005777,10/13/2020,100050203,2,1389,Beauty,Credit Card,completed
4545,1005778,10/14/2020,100050204,3,1312,Jewellery,UPI,completed
4546,1005779,10/15/2020,100050205,30,1348,Footwear,UPI,completed
4547,1005780,10/16/2020,100050206,7,2492,Beauty,Debit Card,completed
4548,1005781,10/17/2020,100050207,11,744,Kid's Clothing,Credit Card,completed
4549,1005782,10/18/2020,100050208,22,4531,Gym wear,UPI,completed
4550,1005783,10/19/2020,100050209,7,2782,Men's Clothing,Credit Card,completed
4551,1005784,10/20/2020,100050210,34,3001,Women's Clothing,Credit Card,completed
4552,1005785,10/21/2020,100050211,9,4319,Gym wear,Debit Card,completed
4553,1005786,10/22/2020,100050212,14,2009,Kid's Clothing,Debit Card,completed
4554,1005787,10/23/2020,100050213,31,3014,Gym wear,Credit Card,completed
4555,1005788,10/24/2020,100050214,34,2807,Men's Clothing,UPI,completed
4556,1005789,10/25/2020,100050215,18,1800,Winter wear,UPI,completed
4557,1005790,10/26/2020,100050216,40,865,Accessories,Credit Card,completed
4558,1005791,10/27/2020,100050217,30,3258,Women's Clothing,UPI,completed
4559,1005792,10/28/2020,100050218,24,2057,Men's Clothing,Credit Card,completed
4560,1005793,10/29/2020,100050219,30,3069,Accessories,Debit Card,completed
4561,1005794,10/30/2020,100050220,7,2307,Accessories,UPI,completed
4562,1005795,10/31/2020,100050221,22,1389,Jewellery,Debit Card,completed
4563,1005796,11/1/2020,100050222,3,3929,Women's Clothing,Debit Card,completed
4564,1005797,11/2/2020,100050223,25,4406,Gym wear,Debit Card,completed
4565,1005798,11/3/2020,100050224,22,3508,Gym wear,Credit Card,completed
4566,1005799,11/4/2020,100050225,15,4861,Accessories,Credit Card,completed
4567,1005800,11/5/2020,100050226,21,4022,Accessories,Credit Card,completed
4568,1005801,11/6/2020,100050227,20,1719,Footwear,Debit Card,completed
4569,1005802,11/7/2020,100050228,2,3010,Women's Clothing,UPI,completed
4570,1005803,11/8/2020,100050229,14,4850,Jewellery,Debit Card,completed
4571,1005804,11/9/2020,100050230,2,4659,Bags,Credit Card,completed
4572,1005805,11/10/2020,100050231,19,1548,Kid's Clothing,UPI,completed
4573,1005806,11/11/2020,100050232,40,1071,Gym wear,UPI,completed
4574,1005807,11/12/2020,100050233,4,2200,Men's Clothing,Debit Card,completed
4575,1005808,11/13/2020,100050234,42,1292,Men's Clothing,UPI,completed
4576,1005809,11/14/2020,100050235,48,4488,Beauty,UPI,completed
4577,1005810,11/15/2020,100050236,33,1110,Accessories,Credit Card,completed
4578,1005811,11/16/2020,100050237,21,1446,Footwear,UPI,completed
4579,1005812,11/17/2020,100050238,25,3439,Winter wear,UPI,completed
4580,1005813,11/18/2020,100050239,31,3468,Kid's Clothing,Credit Card,completed
4581,1005814,11/19/2020,100050240,16,883,Accessories,Credit Card,completed
4582,1005815,11/20/2020,100050241,19,2046,Women's Clothing,Debit Card,completed
4583,1005816,11/21/2020,100050242,14,788,Beauty,Debit Card,completed
4584,1005817,11/22/2020,100050243,32,632,Jewellery,UPI,completed
4585,1005818,11/23/2020,100050244,45,1732,Women's Clothing,Credit Card,completed
4586,1005819,11/24/2020,100050245,5,4383,Footwear,Debit Card,completed
4587,1005820,11/25/2020,100050246,43,4909,Kid's Clothing,UPI,completed
4588,1005821,11/26/2020,100050247,14,4054,Women's Clothing,Debit Card,completed
4589,1005822,11/27/2020,100050248,40,1195,Kid's Clothing,UPI,completed
4590,1005823,11/28/2020,100050249,17,3647,Gym wear,UPI,completed
4591,1005824,11/29/2020,100050250,31,3563,Bags,Debit Card,completed
4592,1005825,11/30/2020,100050251,25,2983,Accessories,UPI,completed
4593,1005826,12/1/2020,100050252,14,748,Men's Clothing,UPI,completed
4594,1005827,12/2/2020,100050253,22,412,Accessories,Debit Card,completed
4595,1005828,12/3/2020,100050254,13,2022,Kid's Clothing,Credit Card,completed
4596,1005829,12/4/2020,100050255,43,2145,Accessories,UPI,completed
4597,1005830,12/5/2020,100050256,25,2932,Women's Clothing,Credit Card,completed
4598,1005831,12/6/2020,100050257,16,944,Kid's Clothing,Debit Card,completed
4599,1005832,12/7/2020,100050258,16,608,Women's Clothing,Debit Card,completed
4600,1005833,12/8/2020,100050259,25,829,Accessories,UPI,completed
4601,1005834,12/9/2020,100050260,33,418,Gym wear,Credit Card,completed
4602,1005835,12/10/2020,100050261,28,3468,Gym wear,Debit Card,completed
4603,1005836,12/11/2020,100050262,31,527,Kid's Clothing,Credit Card,completed
4604,1005837,12/12/2020,100050263,37,523,Accessories,Credit Card,completed
4605,1005838,12/13/2020,100050264,1,461,Women's Clothing,Debit Card,completed
4606,1005839,12/14/2020,100050265,10,813,Men's Clothing,Credit Card,completed
4607,1005840,12/15/2020,100050266,37,3344,Men's Clothing,Debit Card,completed
4608,1005841,12/16/2020,100050267,38,4062,Women's Clothing,Debit Card,completed
4609,1005842,12/17/2020,100050268,22,1667,Accessories,Debit Card,completed
4610,1005843,12/18/2020,100050269,12,4761,Beauty,UPI,completed
4611,1005844,12/19/2020,100050270,5,1698,Footwear,UPI,completed
4612,1005845,12/20/2020,100050271,25,1257,Beauty,Debit Card,completed
4613,1005846,12/21/2020,100050272,1,1712,Winter wear,Credit Card,completed
4614,1005847,12/22/2020,100050273,15,528,Footwear,Credit Card,completed
4615,1005848,12/23/2020,100050274,13,932,Jewellery,UPI,completed
4616,1005849,12/24/2020,100050275,18,882,Kid's Clothing,Debit Card,completed
4617,1005850,12/25/2020,100050276,3,3803,Women's Clothing,Credit Card,completed
4618,1005851,12/26/2020,100050277,41,1774,Jewellery,Debit Card,completed
4619,1005852,12/27/2020,100050278,4,1607,Winter wear,Debit Card,completed
4620,1005853,12/28/2020,100050279,37,3654,Footwear,UPI,completed
4621,1005854,12/29/2020,100050280,48,3363,Winter wear,UPI,completed
4622,1005855,12/30/2020,100050281,16,515,Men's Clothing,UPI,completed
4623,1005856,12/31/2020,100050282,32,1469,Winter wear,UPI,completed
4624,1005857,1/1/2021,100050283,10,2679,Beauty,UPI,completed
4625,1005858,1/2/2021,100050284,41,3769,Footwear,UPI,completed
4626,1005859,1/3/2021,100050285,2,4512,Gym wear,UPI,completed
4627,1005860,1/4/2021,100050286,39,4393,Footwear,Debit Card,completed
4628,1005861,1/5/2021,100050287,37,2199,Beauty,UPI,completed
4629,1005862,1/6/2021,100050288,41,3351,Footwear,UPI,completed
4630,1005863,1/7/2021,100050289,1,3360,Kid's Clothing,Debit Card,completed
4631,1005864,1/8/2021,100050290,2,2670,Gym wear,Debit Card,completed
4632,1005865,1/9/2021,100050291,16,4388,Kid's Clothing,UPI,completed
4633,1005866,1/10/2021,100050292,24,524,Kid's Clothing,Debit Card,completed
4634,1005867,1/11/2021,100050293,14,2671,Jewellery,Debit Card,completed
4635,1005868,1/12/2021,100050294,27,763,Jewellery,Debit Card,completed
4636,1005869,1/13/2021,100050295,28,1302,Jewellery,Debit Card,completed
4637,1005870,1/14/2021,100050296,16,4619,Accessories,Debit Card,completed
4638,1005871,1/15/2021,100050297,1,3423,Men's Clothing,Credit Card,completed
4639,1005872,1/16/2021,100050298,6,1475,Beauty,Debit Card,completed
4640,1005873,1/17/2021,100050299,10,3629,Beauty,Credit Card,completed
4641,1005874,1/18/2021,100050300,46,4741,Bags,Credit Card,completed
4642,1005875,1/19/2021,100050301,17,743,Beauty,Credit Card,completed
4643,1005876,1/20/2021,100050302,27,2954,Accessories,Credit Card,completed
4644,1005877,1/21/2021,100050303,12,605,Women's Clothing,Debit Card,completed
4645,1005878,1/22/2021,100050304,25,4819,Winter wear,Debit Card,completed
4646,1005879,1/23/2021,100050305,11,3208,Accessories,Debit Card,completed
4647,1005880,1/24/2021,100050306,19,3676,Beauty,UPI,completed
4648,1005881,1/25/2021,100050307,4,3313,Men's Clothing,Credit Card,completed
4649,1005882,1/26/2021,100050308,38,3172,Accessories,UPI,completed
4650,1005883,1/27/2021,100050309,32,1330,Footwear,Debit Card,completed
4651,1005884,1/28/2021,100050310,28,3431,Men's Clothing,Credit Card,completed
4652,1005885,1/29/2021,100050311,6,404,Beauty,Credit Card,completed
4653,1005886,1/30/2021,100050312,20,3076,Footwear,Debit Card,completed
4654,1005887,1/31/2021,100050313,11,952,Women's Clothing,Debit Card,completed
4655,1005888,2/1/2021,100050314,30,4048,Beauty,Debit Card,completed
4656,1005889,2/2/2021,100050315,18,641,Bags,Credit Card,completed
